Time, Open, High, Low, Close, Volume
1535932800000, 295.51, 296.62, 294.39, 294.57, 2856.06452
1535934600000, 294.57, 295.2, 293.17, 293.66, 4850.94822
1535936400000, 293.66, 294.01, 291.27, 291.43, 4506.03379
1535938200000, 291.43, 292.93, 291.27, 292.28, 2572.88422
1535940000000, 292.28, 292.76, 291.48, 291.78, 1755.10845
1535941800000, 291.78, 293.55, 291.57, 293.11, 4379.90906
1535943600000, 293.18, 293.77, 292.55, 292.99, 4678.96633
1535945400000, 292.99, 293.39, 291.83, 292.43, 6066.28761
1535947200000, 292.49, 292.62, 288.26, 290.03, 8523.22549
1535949000000, 290.03, 290.39, 287.51, 288.12, 5771.8651
1535950800000, 288.12, 290.14, 287.95, 290.01, 1826.16606
1535952600000, 290.0, 290.22, 288.78, 289.65, 2401.82791
1535954400000, 289.74, 289.87, 289.13, 289.49, 3713.82927
1535956200000, 289.5, 290.95, 289.42, 290.62, 4173.90567
1535958000000, 290.56, 290.72, 288.8, 289.21, 5192.22667
1535959800000, 289.27, 289.99, 289.2, 289.87, 5548.8723
1535961600000, 289.76, 290.28, 289.01, 289.33, 7882.15624
1535963400000, 289.2, 289.9, 288.91, 289.51, 7420.53889
1535965200000, 289.55, 289.8, 286.31, 286.83, 7230.92913
1535967000000, 286.74, 287.52, 286.45, 286.86, 4399.1818
1535968800000, 286.91, 287.65, 285.99, 287.12, 5586.1748
1535970600000, 287.07, 287.6, 286.71, 287.38, 3241.18365
1535972400000, 287.31, 288.29, 286.65, 288.02, 4347.45966
1535974200000, 287.95, 288.11, 286.69, 286.9, 3835.02429
1535976000000, 286.9, 289.27, 286.36, 288.98, 6771.41223
1535977800000, 288.97, 289.11, 288.0, 288.49, 6485.01407
1535979600000, 288.47, 290.55, 288.28, 290.14, 7360.269
1535981400000, 290.4, 290.78, 289.43, 289.68, 5099.38035
1535983200000, 289.58, 290.17, 288.4, 288.42, 7353.47028
1535985000000, 288.55, 289.65, 288.3, 289.52, 5370.35523
1535986800000, 289.51, 289.7, 288.7, 289.5, 5142.60467
1535988600000, 289.5, 290.8, 288.57, 289.69, 8096.42349
1535990400000, 289.7, 289.95, 287.51, 287.77, 7396.56263
1535992200000, 287.8, 288.55, 287.61, 287.96, 5475.79954
1535994000000, 288.04, 289.01, 287.55, 288.56, 7228.1901
1535995800000, 288.6, 289.59, 288.36, 289.06, 3515.09914
1535997600000, 289.05, 290.16, 288.53, 289.43, 9075.21153
1535999400000, 289.42, 290.0, 289.24, 289.69, 4732.71675
1536001200000, 289.75, 292.81, 288.45, 292.41, 8986.36313
1536003000000, 292.38, 293.36, 290.62, 292.54, 7840.50336
1536004800000, 292.57, 292.57, 290.99, 291.46, 5285.89001
1536006600000, 291.47, 291.5, 290.4, 291.07, 6868.35465
1536008400000, 291.09, 291.36, 290.09, 290.58, 6581.01196
1536010200000, 290.57, 291.64, 290.45, 291.47, 6480.74491
1536012000000, 291.47, 292.8, 290.02, 290.3, 9399.44593
1536013800000, 290.3, 291.35, 288.7, 288.93, 10578.62563
1536015600000, 288.86, 289.95, 288.1, 288.47, 5793.76704
1536017400000, 288.46, 289.56, 288.28, 289.09, 5075.71586
1536019200000, 289.09, 289.16, 288.33, 288.96, 6523.77082
1536021000000, 289.02, 289.54, 288.88, 289.22, 6488.07251
1536022800000, 289.29, 290.62, 289.19, 290.47, 7765.8741
1536024600000, 290.47, 290.88, 290.0, 290.64, 6614.13074
1536026400000, 290.65, 291.56, 290.39, 290.73, 5968.09432
1536028200000, 290.73, 291.56, 290.28, 290.36, 6143.59422
1536030000000, 290.43, 290.48, 289.66, 289.92, 4737.1012
1536031800000, 289.92, 290.09, 288.23, 288.31, 6824.9827
1536033600000, 288.31, 288.43, 285.0, 285.43, 8710.63034
1536035400000, 285.4, 286.32, 283.04, 286.0, 10163.97825
1536037200000, 286.03, 286.24, 285.15, 285.98, 4962.32938
1536039000000, 285.98, 286.14, 285.08, 285.65, 4364.5037
1536040800000, 285.65, 286.83, 285.05, 286.18, 4818.57253
1536042600000, 286.11, 286.8, 285.65, 286.52, 7477.3979
1536044400000, 286.39, 286.53, 285.65, 286.49, 9969.2415
1536046200000, 286.44, 287.55, 286.21, 287.55, 8126.26797
1536048000000, 287.55, 287.98, 283.5, 286.29, 10363.2271
1536049800000, 286.23, 287.27, 286.0, 286.12, 3479.89608
1536051600000, 286.19, 286.5, 285.55, 285.95, 6026.60033
1536053400000, 285.91, 286.5, 285.85, 286.45, 7762.85436
1536055200000, 286.32, 286.84, 286.0, 286.51, 5097.65278
1536057000000, 286.51, 287.41, 286.37, 287.35, 8429.60079
1536058800000, 287.37, 289.0, 285.42, 287.97, 7475.16697
1536060600000, 287.96, 289.13, 287.66, 288.77, 5252.76944
1536062400000, 288.77, 292.64, 288.6, 291.28, 12199.81686
1536064200000, 291.4, 292.2, 289.4, 289.64, 7458.54137
1536066000000, 289.63, 289.92, 287.5, 288.91, 8289.15729
1536067800000, 288.92, 290.0, 288.6, 289.41, 5448.3285
1536069600000, 289.42, 290.86, 289.15, 290.86, 7285.64244
1536071400000, 290.84, 290.98, 288.6, 288.82, 5970.66019
1536073200000, 288.82, 290.49, 288.0, 289.39, 5923.05803
1536075000000, 289.47, 289.99, 289.0, 289.33, 6579.27336
1536076800000, 289.33, 289.6, 288.0, 288.56, 4989.37211
1536078600000, 288.57, 288.77, 287.52, 288.5, 6642.45233
1536080400000, 288.49, 289.25, 288.01, 288.75, 7846.16394
1536082200000, 288.75, 289.35, 288.0, 288.99, 5888.03846
1536084000000, 288.85, 289.82, 288.59, 289.74, 5625.87923
1536085800000, 289.73, 289.82, 285.55, 286.24, 8612.12463
1536087600000, 286.17, 286.8, 284.76, 286.0, 7944.43272
1536089400000, 286.01, 286.13, 283.0, 283.8, 8164.62886
1536091200000, 283.81, 285.0, 283.1, 284.84, 5553.9554
1536093000000, 284.78, 286.15, 284.72, 285.53, 3198.80191
1536094800000, 285.57, 286.9, 284.81, 286.7, 7027.57915
1536096600000, 286.7, 286.9, 285.37, 285.61, 5446.11547
1536098400000, 285.62, 286.04, 284.43, 285.3, 5997.35692
1536100200000, 285.29, 285.93, 285.07, 285.65, 8838.21742
1536102000000, 285.64, 285.78, 285.01, 285.28, 5886.389
1536103800000, 285.23, 285.56, 285.0, 285.3, 9739.89438
1536105600000, 285.18, 285.99, 285.18, 285.64, 5702.01323
1536107400000, 285.61, 287.14, 285.49, 287.04, 9237.39681
1536109200000, 287.08, 287.26, 286.47, 286.57, 7678.71274
1536111000000, 286.55, 287.62, 286.42, 287.32, 6670.33568
1536112800000, 287.15, 287.29, 286.25, 286.56, 2689.68003
1536114600000, 286.56, 286.87, 285.72, 285.86, 5786.20305
1536116400000, 285.86, 286.05, 284.15, 284.17, 5873.21214
1536118200000, 284.17, 284.94, 284.0, 284.71, 8819.21551
1536120000000, 284.67, 285.29, 284.0, 284.25, 4329.55892
1536121800000, 284.35, 284.59, 283.33, 284.0, 5192.77652
1536123600000, 284.03, 285.0, 283.78, 284.69, 3713.58362
1536125400000, 284.67, 285.29, 284.5, 285.0, 5110.26799
1536127200000, 285.1, 285.29, 284.15, 284.16, 1945.25982
1536129000000, 284.16, 285.07, 283.55, 284.73, 6137.86581
1536130800000, 284.71, 284.8, 283.5, 284.13, 4226.84015
1536132600000, 284.17, 284.57, 283.34, 283.6, 4568.98044
1536134400000, 283.61, 285.0, 283.28, 283.62, 8921.35288
1536136200000, 283.59, 284.05, 282.68, 283.7, 7451.68957
1536138000000, 283.73, 284.17, 283.11, 283.56, 4317.17539
1536139800000, 283.69, 284.25, 265.8, 266.83, 19531.50586
1536141600000, 266.99, 268.7, 259.99, 261.38, 32255.55638
1536143400000, 261.36, 264.66, 251.3, 255.53, 25817.14432
1536145200000, 255.81, 259.0, 253.0, 257.61, 15436.87857
1536147000000, 257.67, 258.01, 253.25, 257.68, 16175.57884
1536148800000, 257.55, 259.9, 256.97, 258.87, 15933.55851
1536150600000, 258.87, 259.74, 256.02, 258.0, 15080.80269
1536152400000, 258.0, 258.52, 257.15, 258.05, 15219.76214
1536154200000, 258.29, 261.57, 258.11, 261.24, 11255.07103
1536156000000, 261.27, 261.54, 258.21, 260.18, 11710.45076
1536157800000, 260.24, 260.28, 257.75, 259.45, 9339.86784
1536159600000, 259.45, 259.73, 257.0, 257.55, 8190.71042
1536161400000, 257.53, 258.4, 253.27, 255.91, 10868.46275
1536163200000, 255.89, 256.87, 253.44, 254.32, 10471.89086
1536165000000, 254.31, 254.62, 242.0, 244.86, 28438.62409
1536166800000, 244.87, 245.79, 238.88, 244.2, 26991.0768
1536168600000, 244.33, 246.23, 240.85, 242.9, 21493.68803
1536170400000, 242.9, 244.84, 242.36, 242.46, 10653.23283
1536172200000, 242.67, 244.85, 241.99, 244.1, 13556.06241
1536174000000, 244.11, 244.77, 240.19, 241.19, 9910.97775
1536175800000, 241.31, 244.4, 241.31, 243.38, 10145.16081
1536177600000, 243.38, 246.25, 243.24, 245.89, 8413.46866
1536179400000, 245.89, 246.22, 244.33, 246.22, 8161.94052
1536181200000, 246.23, 246.9, 244.64, 245.22, 6792.5491
1536183000000, 245.23, 245.35, 243.3, 243.83, 7066.09938
1536184800000, 243.83, 243.99, 237.15, 240.4, 12426.49938
1536186600000, 240.53, 242.44, 240.16, 241.38, 6909.13856
1536188400000, 241.37, 243.18, 239.34, 239.69, 7056.82295
1536190200000, 239.62, 240.5, 227.0, 228.53, 25059.61706
1536192000000, 228.28, 230.27, 212.0, 212.55, 33713.95923
1536193800000, 212.55, 227.0, 212.08, 225.62, 33609.08592
1536195600000, 225.46, 227.75, 221.29, 221.99, 21373.90784
1536197400000, 221.86, 230.01, 221.51, 228.08, 14079.53393
1536199200000, 228.08, 233.19, 228.01, 230.03, 19194.7274
1536201000000, 229.92, 230.92, 228.0, 230.2, 14954.45617
1536202800000, 230.1, 230.38, 227.13, 227.84, 12772.39581
1536204600000, 227.8, 229.75, 226.37, 227.86, 13020.4711
1536206400000, 227.78, 229.2, 224.82, 228.07, 10565.8809
1536208200000, 228.07, 229.25, 227.52, 228.89, 7539.45844
1536210000000, 228.89, 229.57, 226.25, 226.72, 8923.56483
1536211800000, 226.92, 228.03, 222.03, 225.74, 19724.09676
1536213600000, 225.83, 226.56, 222.75, 225.7, 11797.34731
1536215400000, 225.64, 226.36, 224.11, 225.5, 9655.28583
1536217200000, 225.59, 226.26, 224.31, 225.01, 11464.06691
1536219000000, 225.11, 229.52, 224.65, 227.58, 11835.8102
1536220800000, 227.51, 228.28, 226.48, 227.98, 8996.09647
1536222600000, 228.01, 230.0, 227.78, 228.92, 8617.87393
1536224400000, 228.89, 228.92, 226.57, 226.74, 9690.98448
1536226200000, 226.74, 227.21, 220.5, 225.66, 18865.18197
1536228000000, 225.66, 227.16, 224.75, 226.31, 9139.12297
1536229800000, 226.31, 226.41, 222.75, 224.9, 11932.52241
1536231600000, 224.91, 226.24, 224.4, 225.53, 4913.12404
1536233400000, 225.52, 226.5, 224.63, 225.93, 8389.3642
1536235200000, 225.93, 225.95, 222.52, 224.2, 10926.38167
1536237000000, 224.21, 224.62, 223.5, 223.64, 7334.58904
1536238800000, 223.55, 225.67, 223.0, 225.58, 5190.42676
1536240600000, 225.66, 232.36, 225.37, 231.16, 17706.44584
1536242400000, 231.16, 232.45, 228.32, 228.89, 13221.48923
1536244200000, 228.94, 231.0, 228.0, 229.63, 8636.15002
1536246000000, 229.81, 229.96, 226.89, 227.11, 10354.35066
1536247800000, 227.11, 227.98, 225.37, 226.6, 7375.7168
1536249600000, 226.41, 228.05, 225.0, 226.09, 11892.67986
1536251400000, 226.09, 227.63, 225.25, 225.5, 9917.4192
1536253200000, 225.6, 226.94, 225.0, 225.12, 8019.02608
1536255000000, 225.15, 225.34, 218.13, 220.91, 13141.36828
1536256800000, 220.91, 225.04, 220.0, 223.53, 11041.52325
1536258600000, 223.62, 224.38, 222.17, 222.82, 11191.76493
1536260400000, 222.83, 224.37, 222.31, 223.39, 5621.47922
1536262200000, 223.39, 227.44, 223.39, 226.02, 12524.43659
1536264000000, 226.0, 226.46, 224.72, 225.09, 9291.47349
1536265800000, 225.09, 226.99, 224.5, 225.1, 3475.45564
1536267600000, 225.11, 226.79, 224.87, 225.6, 8764.4467
1536269400000, 225.65, 225.74, 223.88, 224.58, 6163.85611
1536271200000, 224.53, 226.0, 224.23, 225.28, 4727.44583
1536273000000, 225.35, 227.34, 225.22, 227.01, 2824.17151
1536274800000, 227.05, 229.0, 227.03, 228.88, 8165.52982
1536276600000, 228.88, 231.57, 228.7, 229.7, 10720.92009
1536278400000, 229.73, 229.95, 226.91, 228.78, 7625.33679
1536280200000, 228.71, 229.77, 228.24, 229.62, 3742.04604
1536282000000, 229.62, 230.74, 229.51, 229.8, 5684.67649
1536283800000, 229.84, 232.84, 229.7, 232.63, 7105.54409
1536285600000, 232.63, 234.69, 231.26, 232.34, 12191.95143
1536287400000, 232.48, 232.8, 229.91, 230.91, 7861.5654
1536289200000, 230.91, 231.86, 230.0, 230.87, 6168.44259
1536291000000, 230.91, 231.24, 230.02, 230.29, 7377.57056
1536292800000, 230.3, 230.5, 228.15, 229.65, 9092.81573
1536294600000, 229.66, 229.8, 228.65, 229.22, 7396.44388
1536296400000, 229.25, 231.35, 229.1, 230.89, 9184.61941
1536298200000, 230.86, 231.3, 230.21, 230.86, 7641.09536
1536300000000, 230.92, 231.8, 229.3, 229.76, 10887.57155
1536301800000, 229.86, 229.88, 227.07, 227.12, 9600.86202
1536303600000, 227.13, 228.19, 225.0, 225.88, 8228.02754
1536305400000, 226.0, 226.97, 224.8, 225.7, 5578.23164
1536307200000, 225.77, 226.02, 222.3, 223.31, 10478.13755
1536309000000, 223.41, 224.59, 223.2, 223.94, 6866.09477
1536310800000, 223.94, 224.77, 223.21, 223.4, 4441.41299
1536312600000, 223.41, 225.0, 223.24, 224.66, 8129.30123
1536314400000, 224.66, 224.75, 213.5, 217.19, 25632.29156
1536316200000, 217.28, 219.43, 215.44, 217.9, 11606.71118
1536318000000, 217.9, 219.6, 216.37, 218.95, 9675.23842
1536319800000, 218.95, 219.07, 217.53, 218.23, 6643.54243
1536321600000, 218.3, 222.15, 218.14, 221.17, 9053.27072
1536323400000, 221.28, 223.8, 220.5, 221.58, 9745.73631
1536325200000, 221.59, 222.85, 220.75, 221.47, 9678.47498
1536327000000, 221.44, 221.5, 220.37, 220.99, 5557.70297
1536328800000, 220.96, 222.33, 219.8, 221.58, 8915.01998
1536330600000, 221.62, 221.86, 216.93, 217.72, 15608.18616
1536332400000, 217.74, 219.51, 217.74, 219.17, 6424.01957
1536334200000, 219.28, 220.69, 214.57, 215.79, 14880.94098
1536336000000, 215.89, 221.0, 215.0, 219.52, 17731.90887
1536337800000, 219.66, 220.8, 217.82, 218.33, 11129.63417
1536339600000, 218.34, 219.36, 216.73, 216.99, 10845.06511
1536341400000, 216.99, 218.28, 216.41, 217.79, 11863.60617
1536343200000, 217.74, 217.96, 216.08, 216.44, 12603.66308
1536345000000, 216.5, 218.16, 215.51, 216.61, 10621.18861
1536346800000, 216.62, 217.5, 215.81, 216.01, 6184.92308
1536348600000, 216.1, 217.44, 215.51, 216.45, 4571.28196
1536350400000, 216.46, 217.25, 215.72, 216.33, 2276.85516
1536352200000, 216.33, 218.97, 215.89, 218.32, 4726.04413
1536354000000, 218.36, 218.61, 217.64, 217.98, 1484.78116
1536355800000, 217.98, 218.27, 216.92, 217.55, 2380.11853
1536357600000, 217.56, 217.81, 215.5, 216.47, 3064.60891
1536359400000, 216.58, 219.0, 215.29, 215.67, 3946.22823
1536361200000, 215.83, 215.9, 214.0, 215.58, 3992.87662
1536363000000, 215.58, 216.0, 214.84, 215.22, 2254.1513
1536364800000, 215.19, 218.22, 215.08, 217.92, 4186.85032
1536366600000, 217.92, 220.2, 217.56, 218.19, 3279.71556
1536368400000, 218.19, 219.34, 217.61, 217.67, 2284.301
1536370200000, 217.71, 218.24, 217.0, 217.71, 2452.69827
1536372000000, 217.71, 219.19, 216.0, 219.06, 4229.5681
1536373800000, 219.06, 219.23, 218.57, 218.73, 2553.37101
1536375600000, 218.73, 219.0, 217.0, 217.04, 2531.02787
1536377400000, 217.09, 218.33, 216.25, 217.11, 5835.90005
1536379200000, 216.98, 217.16, 215.03, 215.78, 4230.52609
1536381000000, 215.78, 216.62, 215.43, 216.39, 2584.54389
1536382800000, 216.39, 216.55, 216.14, 216.18, 1448.5359
1536384600000, 216.18, 217.97, 216.16, 217.08, 3008.64745
1536386400000, 217.09, 217.8, 216.0, 217.03, 3875.15027
1536388200000, 216.92, 217.26, 216.0, 216.42, 2318.01314
1536390000000, 216.43, 217.39, 216.43, 217.19, 1741.39319
1536391800000, 217.19, 217.49, 216.51, 217.32, 889.34681
1536393600000, 217.32, 219.38, 217.28, 218.77, 3326.0471
1536395400000, 218.85, 219.83, 218.34, 218.83, 3112.17327
1536397200000, 218.73, 219.0, 217.65, 218.19, 2440.39414
1536399000000, 218.24, 219.54, 218.19, 219.1, 2127.64071
1536400800000, 219.11, 219.3, 218.56, 219.21, 1901.77766
1536402600000, 219.28, 219.3, 218.75, 219.07, 1804.78974
1536404400000, 219.13, 219.41, 216.7, 217.87, 7152.86007
1536406200000, 217.87, 218.25, 217.0, 217.78, 2012.86718
1536408000000, 217.78, 218.16, 215.0, 216.54, 7617.14802
1536409800000, 216.63, 217.62, 216.46, 217.07, 1601.11475
1536411600000, 217.09, 217.49, 216.21, 217.0, 3747.5724
1536413400000, 217.0, 217.5, 216.66, 217.0, 1749.4592
1536415200000, 217.02, 217.1, 215.91, 216.6, 2006.23672
1536417000000, 216.6, 216.67, 215.44, 215.5, 2669.27162
1536418800000, 215.53, 216.81, 215.2, 216.15, 4101.66659
1536420600000, 216.15, 216.76, 215.5, 216.35, 2699.82705
1536422400000, 216.42, 216.64, 215.16, 215.67, 2443.52531
1536424200000, 215.67, 215.71, 208.11, 209.8, 13027.85317
1536426000000, 209.71, 211.0, 207.34, 208.42, 15439.97693
1536427800000, 208.46, 208.46, 198.2, 201.07, 36508.13419
1536429600000, 200.8, 202.45, 198.0, 199.47, 24114.27432
1536431400000, 199.16, 202.93, 199.0, 201.99, 15116.23071
1536433200000, 201.91, 203.21, 198.62, 199.2, 11988.0976
1536435000000, 199.23, 200.7, 198.76, 199.7, 4780.20475
1536436800000, 199.61, 199.71, 195.0, 195.36, 13831.8483
1536438600000, 195.21, 195.63, 190.01, 193.27, 28855.98967
1536440400000, 193.27, 193.61, 190.09, 191.79, 8611.83738
1536442200000, 191.78, 195.16, 191.67, 195.01, 7297.87653
1536444000000, 195.02, 197.52, 193.84, 197.21, 7628.92558
1536445800000, 197.21, 199.44, 194.56, 194.79, 16155.08772
1536447600000, 194.97, 196.42, 193.61, 196.42, 4505.1164
1536449400000, 196.21, 199.99, 196.0, 196.71, 11034.43534
1536451200000, 196.87, 197.34, 193.77, 194.49, 12544.5618
1536453000000, 194.49, 195.13, 193.84, 194.12, 3630.65895
1536454800000, 194.11, 196.27, 194.01, 195.76, 2906.85683
1536456600000, 195.83, 195.88, 193.0, 194.57, 7017.41672
1536458400000, 194.63, 194.64, 192.37, 192.61, 4208.12335
1536460200000, 192.6, 192.9, 185.76, 187.6, 18422.87515
1536462000000, 187.51, 190.81, 185.02, 189.62, 25342.4378
1536463800000, 189.5, 190.06, 188.12, 189.1, 10226.65988
1536465600000, 189.19, 191.21, 188.96, 189.58, 6220.54238
1536467400000, 189.45, 189.57, 188.02, 188.41, 6037.16007
1536469200000, 188.54, 190.11, 188.37, 189.99, 4564.30814
1536471000000, 190.0, 191.0, 189.0, 190.08, 3626.33122
1536472800000, 190.08, 191.89, 190.07, 191.0, 4326.40756
1536474600000, 191.0, 191.45, 190.71, 191.14, 2942.60443
1536476400000, 190.97, 191.27, 189.71, 190.24, 4534.13956
1536478200000, 190.24, 190.55, 189.71, 190.0, 2115.24434
1536480000000, 190.02, 191.31, 189.73, 190.73, 4332.8357
1536481800000, 190.73, 190.96, 190.06, 190.75, 4158.99465
1536483600000, 190.75, 196.5, 190.26, 196.4, 11547.60612
1536485400000, 196.4, 207.0, 196.25, 203.07, 47434.88554
1536487200000, 203.08, 204.72, 199.41, 201.38, 20999.11481
1536489000000, 201.46, 204.66, 199.44, 199.89, 11660.33252
1536490800000, 199.95, 203.89, 199.47, 202.4, 12936.41921
1536492600000, 202.39, 202.76, 200.55, 201.99, 5014.57168
1536494400000, 202.04, 203.47, 201.33, 203.4, 5168.24221
1536496200000, 203.43, 204.66, 202.8, 203.29, 8966.53752
1536498000000, 203.3, 205.56, 203.21, 204.75, 6891.96733
1536499800000, 204.75, 207.49, 204.38, 205.21, 14024.42576
1536501600000, 205.17, 208.6, 203.62, 204.57, 13551.91838
1536503400000, 204.57, 204.98, 202.84, 203.54, 7369.14988
1536505200000, 203.51, 203.89, 200.5, 201.3, 11989.71276
1536507000000, 201.21, 203.39, 200.98, 201.42, 7732.11395
1536508800000, 201.45, 203.0, 200.98, 201.37, 4730.93376
1536510600000, 201.4, 201.61, 198.1, 200.11, 16049.3732
1536512400000, 200.13, 200.7, 196.8, 196.99, 8616.24114
1536514200000, 196.99, 198.5, 196.75, 197.75, 6553.87547
1536516000000, 197.78, 199.99, 197.46, 199.81, 5047.11656
1536517800000, 199.89, 199.89, 198.15, 198.4, 3258.52613
1536519600000, 198.29, 201.52, 198.18, 200.89, 5486.63555
1536521400000, 200.89, 203.13, 200.89, 202.16, 5071.43316
1536523200000, 202.16, 202.84, 200.02, 200.57, 5955.39995
1536525000000, 200.57, 202.02, 200.37, 201.48, 3172.83174
1536526800000, 201.45, 202.29, 200.96, 201.4, 1710.34753
1536528600000, 201.44, 201.83, 198.59, 199.1, 4747.11724
1536530400000, 199.1, 199.25, 191.8, 193.67, 23764.1556
1536532200000, 193.55, 196.2, 192.73, 194.55, 12716.05042
1536534000000, 194.58, 195.89, 193.14, 195.15, 4259.05122
1536535800000, 195.15, 197.39, 194.92, 195.81, 5670.78105
1536537600000, 196.13, 198.99, 195.95, 198.13, 7430.96749
1536539400000, 198.09, 198.82, 196.35, 197.5, 3208.79368
1536541200000, 197.59, 202.16, 196.95, 200.88, 10493.07573
1536543000000, 200.67, 203.42, 199.16, 200.63, 14023.60117
1536544800000, 200.7, 201.55, 198.49, 198.81, 9029.13851
1536546600000, 198.81, 201.1, 198.51, 199.92, 8827.86199
1536548400000, 199.82, 199.9, 197.61, 198.79, 7196.52465
1536550200000, 198.79, 199.98, 198.32, 199.3, 11009.06219
1536552000000, 199.28, 199.3, 197.85, 198.17, 8342.94052
1536553800000, 198.16, 198.82, 196.0, 196.55, 8800.08274
1536555600000, 196.79, 198.95, 196.19, 198.0, 5020.25687
1536557400000, 198.01, 198.76, 197.05, 198.4, 9549.96543
1536559200000, 198.4, 198.49, 197.67, 198.0, 8724.40615
1536561000000, 197.95, 200.38, 197.62, 200.3, 10496.66095
1536562800000, 200.25, 200.51, 199.0, 199.49, 7492.24934
1536564600000, 199.5, 199.5, 197.95, 198.98, 9739.85848
1536566400000, 198.95, 199.21, 198.12, 198.77, 6154.9873
1536568200000, 198.78, 198.79, 196.26, 196.58, 6904.52101
1536570000000, 196.56, 196.77, 195.07, 196.18, 9000.67486
1536571800000, 196.09, 196.61, 194.62, 196.5, 8573.7023
1536573600000, 196.5, 196.5, 194.93, 195.29, 5283.55185
1536575400000, 195.28, 197.48, 192.0, 196.49, 17499.54446
1536577200000, 196.47, 196.51, 195.13, 195.86, 5984.68506
1536579000000, 195.83, 197.17, 195.77, 196.97, 7663.70181
1536580800000, 196.98, 197.09, 195.6, 196.54, 3419.22046
1536582600000, 196.51, 196.65, 195.5, 195.76, 5120.69286
1536584400000, 195.84, 195.94, 192.67, 194.22, 7909.99979
1536586200000, 194.25, 195.29, 193.0, 194.76, 9578.73695
1536588000000, 194.89, 197.0, 194.5, 195.95, 10749.06869
1536589800000, 195.89, 196.04, 194.5, 195.46, 6935.56871
1536591600000, 195.55, 195.84, 194.0, 194.64, 3939.83082
1536593400000, 194.55, 195.0, 194.12, 194.94, 8331.44126
1536595200000, 194.99, 195.05, 193.05, 193.76, 7173.96942
1536597000000, 193.72, 194.32, 188.11, 189.11, 16045.8416
1536598800000, 189.21, 191.04, 187.1, 189.75, 18407.35493
1536600600000, 189.66, 190.39, 189.0, 189.76, 10897.04459
1536602400000, 189.74, 192.5, 188.91, 191.49, 13053.7324
1536604200000, 191.49, 192.63, 190.94, 192.15, 5741.461
1536606000000, 192.13, 193.35, 191.47, 192.64, 8199.5467
1536607800000, 192.66, 196.5, 191.66, 195.49, 9897.53571
1536609600000, 195.37, 195.5, 192.6, 193.81, 9355.15239
1536611400000, 193.67, 197.98, 193.22, 196.76, 13467.3984
1536613200000, 196.7, 197.42, 195.46, 197.18, 6910.32295
1536615000000, 197.21, 197.74, 194.7, 195.35, 9689.68656
1536616800000, 195.32, 195.47, 194.42, 194.46, 3440.83117
1536618600000, 194.48, 195.85, 193.42, 195.14, 9562.66921
1536620400000, 195.14, 197.13, 194.63, 196.97, 7641.11074
1536622200000, 196.99, 197.47, 195.48, 197.15, 6570.83478
1536624000000, 197.22, 199.3, 192.0, 195.44, 22221.23042
1536625800000, 195.45, 197.93, 194.73, 197.22, 7764.6282
1536627600000, 197.25, 200.2, 197.2, 197.79, 11889.62637
1536629400000, 197.76, 198.86, 197.0, 198.74, 5315.26412
1536631200000, 198.84, 199.15, 195.74, 196.08, 11613.95769
1536633000000, 196.08, 197.64, 195.95, 196.8, 7437.93236
1536634800000, 196.98, 197.3, 195.5, 196.0, 11872.22215
1536636600000, 196.01, 197.12, 195.19, 195.38, 8997.63508
1536638400000, 195.47, 196.36, 195.0, 196.19, 8571.51298
1536640200000, 196.19, 196.42, 192.51, 193.44, 9466.94872
1536642000000, 193.4, 194.18, 191.6, 193.88, 10460.12457
1536643800000, 193.77, 194.99, 192.8, 194.2, 4240.52479
1536645600000, 194.17, 195.49, 191.4, 195.26, 9970.08633
1536647400000, 195.26, 195.76, 194.16, 194.35, 4183.5016
1536649200000, 194.35, 194.83, 193.15, 194.45, 4998.15614
1536651000000, 194.42, 194.51, 193.44, 193.59, 4675.10416
1536652800000, 193.63, 194.24, 192.93, 193.74, 3098.04016
1536654600000, 193.75, 194.4, 193.55, 194.11, 4024.8475
1536656400000, 194.12, 194.89, 194.08, 194.55, 4151.40225
1536658200000, 194.59, 194.85, 193.56, 194.22, 4536.27286
1536660000000, 194.19, 194.23, 192.3, 193.56, 7594.79381
1536661800000, 193.59, 193.94, 192.5, 192.98, 6458.68637
1536663600000, 192.91, 193.38, 190.81, 191.04, 9738.64431
1536665400000, 191.03, 191.14, 189.18, 190.71, 11617.11793
1536667200000, 190.66, 191.12, 189.01, 189.48, 6640.65457
1536669000000, 189.51, 190.88, 189.23, 190.01, 9320.92001
1536670800000, 189.95, 191.55, 189.85, 191.24, 6363.40996
1536672600000, 191.39, 191.46, 190.0, 190.49, 4455.75178
1536674400000, 190.47, 192.0, 190.0, 190.43, 11775.70509
1536676200000, 190.42, 190.47, 183.0, 184.28, 19418.0982
1536678000000, 184.28, 185.8, 183.1, 185.03, 19445.85871
1536679800000, 185.04, 185.07, 183.01, 184.32, 16798.34939
1536681600000, 184.32, 185.8, 184.0, 184.67, 12964.01585
1536683400000, 184.7, 185.17, 183.13, 184.04, 9934.66806
1536685200000, 184.0, 184.16, 180.24, 182.2, 15585.18033
1536687000000, 182.08, 182.48, 181.0, 181.82, 9879.38543
1536688800000, 181.85, 182.5, 176.16, 178.13, 19462.04243
1536690600000, 178.32, 182.7, 178.1, 181.78, 18935.18761
1536692400000, 181.75, 182.64, 180.51, 181.82, 10376.33948
